timestamp,file_num,filename,event_id,start_time,end_time,trigger_time,channel,grid_row,grid_col,time_proportion,active_channels
20250818-165900,30,030.csv,1,5.15,105.1,5.25,0,1,1,0.001,64
20250818-165900,30,030.csv,1,5.15,105.1,5.2,1,1,2,0.0005,64
20250818-165900,30,030.csv,1,5.15,105.1,5.2,2,1,3,0.0005,64
20250818-165900,30,030.csv,1,5.15,105.1,5.2,3,1,4,0.0005,64
20250818-165900,30,030.csv,1,5.15,105.1,5.2,4,1,5,0.0005,64
20250818-165900,30,030.csv,1,5.15,105.1,5.2,5,1,6,0.0005,64
20250818-165900,30,030.csv,1,5.15,105.1,5.2,6,1,7,0.0005,64
20250818-165900,30,030.csv,1,5.15,105.1,5.2,7,1,8,0.0005,64
20250818-165900,30,030.csv,1,5.15,105.1,5.2,8,2,1,0.0005,64
20250818-165900,30,030.csv,1,5.15,105.1,5.2,9,2,2,0.0005,64
20250818-165900,30,030.csv,1,5.15,105.1,5.2,10,2,3,0.0005,64
20250818-165900,30,030.csv,1,5.15,105.1,5.2,11,2,4,0.0005,64
20250818-165900,30,030.csv,1,5.15,105.1,5.2,12,2,5,0.0005,64
20250818-165900,30,030.csv,1,5.15,105.1,5.2,13,2,6,0.0005,64
20250818-165900,30,030.csv,1,5.15,105.1,5.2,14,2,7,0.0005,64
20250818-165900,30,030.csv,1,5.15,105.1,5.2,15,2,8,0.0005,64
20250818-165900,30,030.csv,1,5.15,105.1,5.2,16,3,1,0.0005,64
20250818-165900,30,030.csv,1,5.15,105.1,5.2,17,3,2,0.0005,64
20250818-165900,30,030.csv,1,5.15,105.1,5.2,18,3,3,0.0005,64
20250818-165900,30,030.csv,1,5.15,105.1,5.2,19,3,4,0.0005,64
20250818-165900,30,030.csv,1,5.15,105.1,5.2,20,3,5,0.0005,64
20250818-165900,30,030.csv,1,5.15,105.1,5.2,21,3,6,0.0005,64
20250818-165900,30,030.csv,1,5.15,105.1,5.2,22,3,7,0.0005,64
20250818-165900,30,030.csv,1,5.15,105.1,5.2,23,3,8,0.0005,64
20250818-165900,30,030.csv,1,5.15,105.1,5.2,24,4,1,0.0005,64
20250818-165900,30,030.csv,1,5.15,105.1,5.2,25,4,2,0.0005,64
20250818-165900,30,030.csv,1,5.15,105.1,5.2,26,4,3,0.0005,64
20250818-165900,30,030.csv,1,5.15,105.1,5.15,27,4,4,0.0,64
20250818-165900,30,030.csv,1,5.15,105.1,5.2,28,4,5,0.0005,64
20250818-165900,30,030.csv,1,5.15,105.1,5.2,29,4,6,0.0005,64
20250818-165900,30,030.csv,1,5.15,105.1,5.2,30,4,7,0.0005,64
20250818-165900,30,030.csv,1,5.15,105.1,5.15,31,4,8,0.0,64
20250818-165900,30,030.csv,1,5.15,105.1,5.2,32,5,1,0.0005,64
20250818-165900,30,030.csv,1,5.15,105.1,5.2,33,5,2,0.0005,64
20250818-165900,30,030.csv,1,5.15,105.1,5.2,34,5,3,0.0005,64
20250818-165900,30,030.csv,1,5.15,105.1,5.2,35,5,4,0.0005,64
20250818-165900,30,030.csv,1,5.15,105.1,5.2,36,5,5,0.0005,64
20250818-165900,30,030.csv,1,5.15,105.1,5.2,37,5,6,0.0005,64
20250818-165900,30,030.csv,1,5.15,105.1,5.2,38,5,7,0.0005,64
20250818-165900,30,030.csv,1,5.15,105.1,5.2,39,5,8,0.0005,64
20250818-165900,30,030.csv,1,5.15,105.1,5.2,40,6,1,0.0005,64
20250818-165900,30,030.csv,1,5.15,105.1,5.2,41,6,2,0.0005,64
20250818-165900,30,030.csv,1,5.15,105.1,5.2,42,6,3,0.0005,64
20250818-165900,30,030.csv,1,5.15,105.1,5.2,43,6,4,0.0005,64
20250818-165900,30,030.csv,1,5.15,105.1,5.2,44,6,5,0.0005,64
20250818-165900,30,030.csv,1,5.15,105.1,5.2,45,6,6,0.0005,64
20250818-165900,30,030.csv,1,5.15,105.1,5.2,46,6,7,0.0005,64
20250818-165900,30,030.csv,1,5.15,105.1,5.2,47,6,8,0.0005,64
20250818-165900,30,030.csv,1,5.15,105.1,5.2,48,7,1,0.0005,64
20250818-165900,30,030.csv,1,5.15,105.1,5.2,49,7,2,0.0005,64
20250818-165900,30,030.csv,1,5.15,105.1,5.2,50,7,3,0.0005,64
20250818-165900,30,030.csv,1,5.15,105.1,5.2,51,7,4,0.0005,64
20250818-165900,30,030.csv,1,5.15,105.1,5.2,52,7,5,0.0005,64
20250818-165900,30,030.csv,1,5.15,105.1,5.2,53,7,6,0.0005,64
20250818-165900,30,030.csv,1,5.15,105.1,5.2,54,7,7,0.0005,64
20250818-165900,30,030.csv,1,5.15,105.1,5.2,55,7,8,0.0005,64
20250818-165900,30,030.csv,1,5.15,105.1,5.2,56,8,1,0.0005,64
20250818-165900,30,030.csv,1,5.15,105.1,5.2,57,8,2,0.0005,64
20250818-165900,30,030.csv,1,5.15,105.1,5.2,58,8,3,0.0005,64
20250818-165900,30,030.csv,1,5.15,105.1,5.2,59,8,4,0.0005,64
20250818-165900,30,030.csv,1,5.15,105.1,5.2,60,8,5,0.0005,64
20250818-165900,30,030.csv,1,5.15,105.1,5.15,61,8,6,0.0,64
20250818-165900,30,030.csv,1,5.15,105.1,5.15,62,8,7,0.0,64
20250818-165900,30,030.csv,1,5.15,105.1,5.15,63,8,8,0.0,64
